date,platform,campaign_name,impressions,clicks,cost,conversions,revenue
2023-03-28,TikTok Ads,Retargeting,41157,1500,1845.01,99,8606.26
2023-08-25,Google Ads,Brand Awareness,13810,152,107.47,5,731.92
2023-07-24,TikTok Ads,Retargeting,31245,514,898.3,34,4405.81
2023-07-12,Facebook Ads,New Product Launch,34930,733,655.65,58,4086.08
2023-05-26,Google Ads,Spring Sale,30142,950,2069.12,46,3481.04
2023-10-28,TikTok Ads,Spring Sale,14176,259,279.4,14,1973.93
2023-08-28,LinkedIn Ads,Brand Awareness,3852,34,79.7,1,56.78
2023-03-02,TikTok Ads,New Product Launch,3052,49,66.01,3,394.08
2023-12-06,Google Ads,New Product Launch,11220,249,642.14,5,681.99
2023-08-14,Google Ads,Retargeting,46513,933,2156.28,41,2429.65
2023-12-12,Facebook Ads,New Product Launch,8151,79,221.84,7,765.85
2023-02-12,TikTok Ads,Retargeting,24898,687,1523.51,39,5696.25
2023-05-10,Facebook Ads,New Product Launch,30206,1166,1185.57,58,6411.73
2023-08-02,Facebook Ads,Retargeting,24238,629,904.0,27,1783.05
2023-03-01,Facebook Ads,Retargeting,2928,55,72.1,1,56.49
2023-12-04,TikTok Ads,Retargeting,26033,555,947.54,37,2177.27
2023-07-24,TikTok Ads,Spring Sale,36961,1436,2826.65,72,8508.91
2023-11-03,TikTok Ads,Brand Awareness,34779,1337,3050.69,54,4715.22
2023-03-12,LinkedIn Ads,Spring Sale,33441,311,530.76,22,1697.46
2023-09-09,TikTok Ads,Retargeting,28919,856,2009.72,18,2084.55
2023-04-14,Google Ads,Retargeting,17608,648,1783.49,23,1847.44
2023-02-17,TikTok Ads,Brand Awareness,11273,334,301.39,23,2106.66
2023-09-03,Facebook Ads,Retargeting,48971,837,1879.75,28,3202.41
2023-03-27,Google Ads,Retargeting,40755,1425,2950.41,54,5770.77
2023-08-19,Facebook Ads,Retargeting,30553,556,727.57,51,7475.97
2023-10-03,Google Ads,New Product Launch,16281,478,483.26,15,1432.27
2023-12-10,Google Ads,Spring Sale,5332,173,136.18,15,1046.0
2023-09-01,Google Ads,Spring Sale,6406,111,273.94,8,861.23
2023-09-24,Facebook Ads,Brand Awareness,6626,142,133.54,10,908.69
2023-06-18,Facebook Ads,Spring Sale,33980,541,1247.94,34,1723.98
2023-06-05,TikTok Ads,Spring Sale,47423,781,476.29,20,2904.36
2023-05-15,Facebook Ads,Retargeting,34079,1350,757.6,91,7050.41
2023-08-24,LinkedIn Ads,Retargeting,23970,262,777.59,17,2341.98
2023-10-09,TikTok Ads,Spring Sale,14011,100,53.67,8,1093.42
2023-10-30,Google Ads,New Product Launch,17872,264,428.89,15,1084.59
2023-08-16,Facebook Ads,Brand Awareness,34832,909,1557.82,83,5144.84
2023-09-18,TikTok Ads,Brand Awareness,41347,573,1685.0,36,5197.89
2023-02-27,LinkedIn Ads,Brand Awareness,47906,618,1325.78,57,6196.12
2023-10-01,LinkedIn Ads,Brand Awareness,3198,22,27.44,0,0.0
2023-05-08,Google Ads,Retargeting,36758,746,2150.36,34,2551.09
2023-04-05,Google Ads,Brand Awareness,12518,269,698.99,16,2211.8
2023-07-25,TikTok Ads,Brand Awareness,14522,509,689.7,49,3926.27
2023-05-28,Google Ads,Spring Sale,26995,1010,651.25,42,2975.95
2023-07-10,LinkedIn Ads,Brand Awareness,34020,706,935.34,65,5792.84
2023-10-11,TikTok Ads,Spring Sale,16440,96,48.44,3,259.59
2023-02-19,Google Ads,Brand Awareness,41862,879,1811.11,78,5117.42
2023-09-10,Facebook Ads,Spring Sale,17443,135,294.31,11,1252.26
2023-05-23,LinkedIn Ads,Retargeting,4638,92,181.25,7,961.2
2023-04-09,TikTok Ads,Brand Awareness,17506,643,517.7,22,2770.24
2023-05-29,Google Ads,Retargeting,5086,155,381.21,6,809.61
2023-10-24,LinkedIn Ads,Brand Awareness,33684,1258,1108.22,56,4260.48
2023-11-23,TikTok Ads,Brand Awareness,31229,182,294.88,6,763.35
2023-10-12,Facebook Ads,Brand Awareness,26005,232,521.08,9,1054.65
2023-05-23,LinkedIn Ads,Brand Awareness,26244,791,721.28,51,4446.07
2023-04-18,LinkedIn Ads,Brand Awareness,41521,282,183.89,19,2557.31
2023-03-03,TikTok Ads,Retargeting,49503,359,725.05,13,1890.83
2023-04-30,Google Ads,Brand Awareness,44133,1294,901.65,80,4619.74
2023-05-17,Facebook Ads,Spring Sale,40257,649,560.87,48,3019.07
2023-07-30,LinkedIn Ads,Spring Sale,4000,126,324.23,6,556.83
2023-10-02,TikTok Ads,New Product Launch,43164,729,808.09,72,9078.86
2023-07-16,TikTok Ads,Spring Sale,45203,1781,4646.83,119,7185.09
2023-01-18,Google Ads,Brand Awareness,12095,230,208.77,13,1803.23
2023-08-28,Google Ads,New Product Launch,35821,1217,2220.06,70,4485.9
2023-11-23,Facebook Ads,New Product Launch,35955,708,399.2,36,5234.46
2023-02-25,TikTok Ads,Spring Sale,44025,1714,3593.05,66,3396.61
2023-01-14,LinkedIn Ads,Brand Awareness,23902,774,415.07,25,2824.55
2023-07-11,LinkedIn Ads,Spring Sale,33735,594,966.68,53,7398.6
2023-03-16,Google Ads,Spring Sale,5313,123,232.52,11,1513.05
2023-07-02,LinkedIn Ads,New Product Launch,10723,349,369.99,14,979.69
2023-07-16,TikTok Ads,New Product Launch,2163,40,110.96,1,145.68
2023-12-04,Google Ads,Brand Awareness,40497,1560,3106.5,113,10188.03
2023-12-28,Facebook Ads,Spring Sale,21123,710,1379.95,42,4032.55
2023-07-05,TikTok Ads,Retargeting,36958,1061,1712.43,83,8699.34
2023-10-04,TikTok Ads,New Product Launch,49922,1662,3757.51,107,11100.2
2023-11-01,TikTok Ads,Retargeting,38140,1076,3018.65,74,8463.19
2023-04-05,Facebook Ads,New Product Launch,21502,515,1276.43,39,5708.65
2023-07-10,TikTok Ads,Spring Sale,27641,514,1435.28,45,6270.02
2023-02-27,TikTok Ads,Retargeting,29542,772,1728.77,71,9666.59
2023-11-11,TikTok Ads,Brand Awareness,29599,889,1177.46,27,3428.69
2023-03-29,Google Ads,Brand Awareness,37014,1272,766.85,101,6177.59
2023-06-11,TikTok Ads,Retargeting,31992,978,928.19,71,6022.53
2023-12-14,Facebook Ads,Retargeting,15325,175,231.55,6,610.64
2023-09-30,Google Ads,New Product Launch,18279,494,1272.16,27,2843.47
2023-06-17,Google Ads,Spring Sale,5026,98,166.22,3,440.57
2023-12-31,LinkedIn Ads,Spring Sale,9988,146,187.44,5,685.2
2023-09-14,TikTok Ads,Spring Sale,16269,497,1087.26,44,5418.71
2023-01-12,Facebook Ads,New Product Launch,37189,707,1813.7,58,6104.07
2023-09-13,Google Ads,Spring Sale,40163,522,1215.98,11,1614.02
2023-11-06,LinkedIn Ads,New Product Launch,6372,132,89.59,5,276.5
2023-08-25,LinkedIn Ads,New Product Launch,37430,870,1888.94,75,9978.41
2023-08-08,TikTok Ads,New Product Launch,36679,568,1322.07,21,1787.24
2023-09-20,TikTok Ads,New Product Launch,23121,879,2512.88,18,968.26
2023-11-02,LinkedIn Ads,New Product Launch,33204,974,997.17,29,3818.92
2023-01-16,LinkedIn Ads,Retargeting,30554,521,1531.87,24,1450.64
2023-07-07,Google Ads,Brand Awareness,16987,341,526.07,29,2180.31
2023-01-22,Facebook Ads,Retargeting,34897,785,1146.67,42,2949.14
2023-05-22,Google Ads,Retargeting,27604,754,593.38,27,1680.0
2023-10-25,Google Ads,Spring Sale,36268,912,2588.51,49,7111.3
2024-01-01,Facebook Ads,Brand Awareness,22884,373,879.42,23,2999.1
2023-01-12,LinkedIn Ads,Spring Sale,13746,148,119.32,10,1108.26
2023-02-10,Google Ads,Spring Sale,24132,166,294.06,8,701.93
2023-09-13,LinkedIn Ads,Spring Sale,49135,1052,2901.34,45,3358.44
2023-12-15,TikTok Ads,New Product Launch,3849,114,311.23,10,515.51
2023-01-31,Google Ads,Brand Awareness,15955,226,432.39,10,1372.14
2023-09-28,Google Ads,Brand Awareness,26970,817,2378.07,67,4541.78
2023-10-17,Facebook Ads,New Product Launch,20839,283,156.66,14,1978.41
2023-04-07,LinkedIn Ads,Spring Sale,21527,679,734.6,42,2420.17
2023-09-10,Facebook Ads,New Product Launch,11765,242,136.06,13,684.5
2023-09-08,Google Ads,Retargeting,36638,306,805.37,9,703.11
2023-02-04,Google Ads,New Product Launch,35336,1000,2238.67,74,4216.15
2023-10-05,TikTok Ads,Spring Sale,31376,870,2395.32,29,2852.11
2023-03-13,TikTok Ads,New Product Launch,36121,996,1757.08,95,8978.82
2023-05-25,Google Ads,New Product Launch,5714,123,224.83,3,412.82
2023-09-26,LinkedIn Ads,Brand Awareness,32201,195,172.86,11,1277.53
2023-08-04,LinkedIn Ads,Brand Awareness,8251,197,177.02,5,627.32
2023-05-31,TikTok Ads,Retargeting,2720,103,227.04,5,585.42
2023-01-19,TikTok Ads,Brand Awareness,31802,647,1086.99,22,1370.82
2023-01-20,LinkedIn Ads,New Product Launch,2658,87,212.73,5,687.51
2023-05-27,Google Ads,Spring Sale,24717,441,578.06,34,2215.42
2023-12-09,LinkedIn Ads,Brand Awareness,28808,318,624.32,30,2378.72
2023-04-21,Facebook Ads,Brand Awareness,26412,812,1184.91,48,3306.39
2023-07-17,Google Ads,New Product Launch,45602,280,351.42,7,903.7
2023-12-21,Google Ads,Spring Sale,25821,1012,1845.18,86,11619.8
2023-08-04,TikTok Ads,Spring Sale,10271,358,442.22,21,1577.97
2023-06-09,TikTok Ads,Spring Sale,35325,227,331.91,12,897.09
2023-04-26,LinkedIn Ads,Brand Awareness,31956,563,870.85,23,2424.43
2023-02-26,LinkedIn Ads,Spring Sale,5047,119,134.84,10,1154.26
2023-04-21,Google Ads,Spring Sale,3730,110,292.35,6,820.04
2023-05-28,Facebook Ads,New Product Launch,46421,1158,1413.13,108,15154.91
2023-08-17,LinkedIn Ads,Brand Awareness,15651,134,357.23,11,1074.21
2023-02-20,Google Ads,Spring Sale,22739,528,809.56,11,1162.45
2023-09-17,Google Ads,New Product Launch,6218,183,392.51,9,828.38
2023-04-16,TikTok Ads,New Product Launch,25284,204,598.97,18,1851.26
2023-03-07,Google Ads,Brand Awareness,37741,362,1068.55,33,2342.65
2023-04-06,Facebook Ads,Spring Sale,42454,1561,4329.21,110,6926.62
2023-12-04,LinkedIn Ads,New Product Launch,41995,927,2666.0,92,7458.9
2023-01-13,Facebook Ads,Retargeting,16594,423,509.41,31,1775.98
2023-05-12,Facebook Ads,Retargeting,11165,205,113.83,13,1403.68
2023-08-07,Google Ads,New Product Launch,17768,435,554.4,36,4659.71
2023-02-09,Google Ads,Spring Sale,44254,466,1341.26,34,4705.13
2023-12-29,Facebook Ads,Brand Awareness,44147,1382,2466.61,52,3803.72
2023-02-04,TikTok Ads,Brand Awareness,4690,133,202.68,13,1281.9
2023-06-11,LinkedIn Ads,New Product Launch,13636,434,756.52,19,2628.78
2023-08-06,TikTok Ads,New Product Launch,28094,156,227.48,12,1377.47
2023-12-24,TikTok Ads,New Product Launch,31319,417,1226.87,30,3078.12
2023-09-28,Google Ads,Spring Sale,19377,447,895.85,35,2696.99
2023-08-18,Google Ads,Brand Awareness,7685,147,314.38,8,809.72
2023-07-30,Facebook Ads,Retargeting,21166,206,432.34,20,1787.37
2023-08-31,Facebook Ads,Retargeting,5092,200,476.8,9,1185.28
2023-01-28,Google Ads,New Product Launch,26793,293,780.18,12,1378.35
2023-06-14,LinkedIn Ads,Retargeting,44587,746,2185.69,44,4735.6
2023-02-01,Google Ads,Spring Sale,27835,1097,2633.14,37,4455.18
2023-07-02,Google Ads,Brand Awareness,7196,227,224.29,11,640.92
2023-09-24,LinkedIn Ads,Brand Awareness,6483,89,261.85,2,130.92
2023-12-18,TikTok Ads,Retargeting,37995,955,1624.18,27,2100.17
2023-12-21,LinkedIn Ads,Retargeting,19592,158,339.72,11,773.66
2023-07-02,TikTok Ads,Spring Sale,40851,1595,3825.78,145,21133.81
2023-03-06,Facebook Ads,Retargeting,9123,200,260.19,10,667.46
2023-11-21,Google Ads,New Product Launch,5919,36,70.08,2,183.34
2023-03-13,TikTok Ads,Retargeting,13506,454,787.04,9,545.7
2023-07-04,LinkedIn Ads,Spring Sale,5496,76,87.05,2,202.38
2023-07-02,TikTok Ads,Retargeting,38683,671,837.38,48,4055.08
2023-09-24,Google Ads,New Product Launch,34127,394,242.82,32,4179.27
2023-04-24,Facebook Ads,Brand Awareness,49579,1549,4275.49,58,5924.56
2023-05-15,Google Ads,Spring Sale,49665,1132,2841.4,82,7933.47
2023-11-06,TikTok Ads,Spring Sale,27153,923,628.26,22,2494.13
2023-09-29,Facebook Ads,New Product Launch,10535,300,218.91,25,2479.66
2023-06-05,Facebook Ads,Brand Awareness,11742,421,641.9,9,773.92
2023-04-09,LinkedIn Ads,Brand Awareness,46011,1366,3598.53,125,8135.57
2023-12-07,Facebook Ads,Brand Awareness,22211,366,391.44,27,1770.88
2023-04-25,LinkedIn Ads,Spring Sale,47586,1765,2419.64,173,24866.0
2023-10-24,TikTok Ads,Brand Awareness,47137,994,2388.01,47,3229.45
2023-05-14,TikTok Ads,New Product Launch,47390,1217,1014.99,89,8983.65
2023-10-23,Google Ads,Spring Sale,21470,282,767.72,19,1436.52
2023-02-14,LinkedIn Ads,Retargeting,49853,443,1105.57,24,3224.72
2023-11-04,Facebook Ads,Brand Awareness,9717,214,428.71,5,505.48
2023-09-12,Facebook Ads,Spring Sale,37260,372,1058.35,10,1106.91
2023-01-20,Facebook Ads,Brand Awareness,6362,240,224.49,23,2893.64
2023-09-08,Facebook Ads,Retargeting,43640,426,1252.76,21,1461.79
2023-08-27,TikTok Ads,Brand Awareness,14906,224,329.36,19,1722.06
2023-12-29,Facebook Ads,New Product Launch,34663,721,1594.46,31,1729.28
2023-10-31,Google Ads,Retargeting,42169,436,450.74,26,2058.89
2023-10-17,LinkedIn Ads,Spring Sale,32570,1225,1810.72,121,8305.49
2023-12-21,TikTok Ads,Spring Sale,46874,1778,1968.44,57,3966.43
2023-04-26,Facebook Ads,Brand Awareness,9972,367,580.25,22,2628.17
2023-08-30,TikTok Ads,Brand Awareness,24748,608,774.51,17,2176.61
2023-03-28,Google Ads,New Product Launch,35500,731,1057.11,49,5863.53
2023-02-15,TikTok Ads,New Product Launch,35917,1061,2012.76,72,10229.93
2023-12-18,Facebook Ads,Brand Awareness,6149,128,206.41,5,366.66
2023-02-23,Google Ads,Spring Sale,6102,204,408.9,6,717.9
2023-11-23,TikTok Ads,Retargeting,39072,721,863.24,64,4865.44
2023-05-09,TikTok Ads,Spring Sale,20131,803,412.3,51,6660.31
2023-02-15,LinkedIn Ads,New Product Launch,32197,1282,728.49,39,2639.7
2023-03-14,Facebook Ads,Spring Sale,41844,821,2303.35,38,3280.97
2023-05-11,Facebook Ads,Spring Sale,18666,351,977.87,34,2551.13
2023-12-30,Facebook Ads,Spring Sale,30885,244,508.52,12,1243.41
2023-09-23,Facebook Ads,Spring Sale,49716,888,782.27,77,5691.41
2023-08-26,Google Ads,Retargeting,45478,1657,1162.04,33,3009.52
2023-06-26,Google Ads,Retargeting,2704,48,118.87,4,263.92
2023-06-14,Facebook Ads,New Product Launch,16740,167,467.97,14,1899.92
2023-05-14,TikTok Ads,New Product Launch,20442,238,653.86,23,2109.43
2023-03-14,TikTok Ads,Spring Sale,23948,532,1497.68,27,2191.19
2023-09-21,TikTok Ads,New Product Launch,47529,321,872.84,25,1493.61
2023-09-06,TikTok Ads,Brand Awareness,47737,1447,762.47,78,5480.17
2023-02-26,LinkedIn Ads,Spring Sale,43733,650,642.32,33,4349.46
2023-07-01,LinkedIn Ads,New Product Launch,6506,221,299.28,6,459.79
2023-04-11,Google Ads,Retargeting,22312,244,679.05,12,1619.73
2023-10-14,LinkedIn Ads,Retargeting,30302,202,394.99,6,593.87
2023-09-13,LinkedIn Ads,Spring Sale,37663,897,1591.21,89,5265.28
2023-09-21,Facebook Ads,New Product Launch,34346,477,904.96,43,2536.52
2023-04-14,Facebook Ads,Spring Sale,23239,532,1595.97,47,5969.29
2023-04-16,TikTok Ads,New Product Launch,25366,245,267.76,9,497.51
2023-06-13,Google Ads,Brand Awareness,2154,43,59.28,3,281.69
2023-10-16,Google Ads,Spring Sale,17609,538,631.22,35,1931.12
2023-10-23,LinkedIn Ads,Brand Awareness,24477,714,2056.75,27,2318.54
2023-11-03,LinkedIn Ads,Spring Sale,16649,544,785.78,40,3226.02
2023-12-29,Facebook Ads,Brand Awareness,8350,147,182.35,12,1052.13
2023-06-11,Google Ads,Brand Awareness,5961,42,58.74,2,194.13
2023-04-23,LinkedIn Ads,New Product Launch,3171,96,272.68,5,315.98
2023-06-08,TikTok Ads,New Product Launch,14357,275,346.15,6,648.83
2023-04-18,Google Ads,Spring Sale,21160,131,223.67,6,772.94
2023-08-17,LinkedIn Ads,New Product Launch,40340,352,908.81,13,1698.73
2023-08-20,TikTok Ads,Brand Awareness,42685,563,378.84,27,2495.98
2023-06-06,Google Ads,Brand Awareness,41868,319,511.61,20,1916.13
2023-04-23,Facebook Ads,Spring Sale,7600,45,110.41,4,504.53
2023-01-27,TikTok Ads,Brand Awareness,10886,88,124.81,5,319.21
2023-07-15,Google Ads,New Product Launch,1375,28,25.17,1,85.32
2023-10-16,Google Ads,New Product Launch,48429,379,547.51,26,1937.62
2023-05-03,Google Ads,Retargeting,16499,304,674.66,6,635.8
2023-07-15,Facebook Ads,Retargeting,13164,355,990.62,20,2729.29
2023-03-24,LinkedIn Ads,New Product Launch,29707,408,568.53,9,696.58
2023-10-23,LinkedIn Ads,Spring Sale,45901,287,570.16,12,1027.59
2023-11-10,Facebook Ads,Retargeting,47758,848,1613.46,27,2828.44
2023-08-29,Facebook Ads,Brand Awareness,37777,305,368.13,14,727.26
2023-10-19,LinkedIn Ads,Brand Awareness,7970,54,43.47,5,568.72
2023-12-09,Facebook Ads,Brand Awareness,16955,206,608.29,16,1797.54
2023-02-22,LinkedIn Ads,Retargeting,29558,738,1927.18,59,7936.6
2023-08-12,Facebook Ads,Retargeting,1924,28,75.92,0,0.0
2023-04-08,LinkedIn Ads,New Product Launch,3988,67,148.93,3,383.6
2023-04-22,Google Ads,Spring Sale,12463,255,318.05,13,918.04
2023-12-26,TikTok Ads,Brand Awareness,49356,1442,1483.22,131,13847.96
2023-12-26,Google Ads,New Product Launch,38998,538,1095.79,34,2587.56
2023-02-16,Facebook Ads,New Product Launch,34767,1338,2254.45,116,11031.94
2023-01-05,LinkedIn Ads,Retargeting,32580,166,494.84,8,757.01
2023-01-03,Facebook Ads,New Product Launch,21842,646,803.37,16,871.02
2023-01-31,LinkedIn Ads,New Product Launch,45376,1505,4512.65,53,6200.46
2023-02-22,TikTok Ads,New Product Launch,18149,208,257.47,8,996.83
2023-03-22,Facebook Ads,New Product Launch,42967,583,880.08,55,3191.2
2023-10-28,LinkedIn Ads,Brand Awareness,19405,376,1103.28,35,3264.0
2023-01-01,Facebook Ads,Retargeting,44435,766,890.33,65,5775.19
2023-12-21,TikTok Ads,New Product Launch,18733,395,410.89,24,1442.52
2023-10-21,Facebook Ads,New Product Launch,8405,175,377.38,6,655.71
2023-02-07,Google Ads,Spring Sale,39292,735,1562.01,22,1278.65
2023-04-09,TikTok Ads,Spring Sale,16014,490,1370.61,27,3461.77
2023-10-02,LinkedIn Ads,Brand Awareness,25342,562,754.97,36,3062.25
2023-03-27,LinkedIn Ads,New Product Launch,3212,120,263.78,8,471.04
2023-04-19,LinkedIn Ads,Retargeting,25084,218,139.62,15,1536.99
2023-03-09,TikTok Ads,Spring Sale,21394,490,1273.09,28,3985.46
2023-09-29,TikTok Ads,Retargeting,23609,461,1173.54,34,4467.88
2023-10-31,Facebook Ads,New Product Launch,30694,1013,2624.83,53,4083.34
2023-06-25,LinkedIn Ads,New Product Launch,21873,317,630.56,18,2364.96
2023-03-21,Google Ads,Retargeting,29327,1026,1193.25,88,11213.84
2023-10-23,LinkedIn Ads,Brand Awareness,48501,891,942.34,51,6851.25
2023-02-11,TikTok Ads,New Product Launch,11020,218,637.92,15,875.44
2023-08-09,LinkedIn Ads,New Product Launch,8253,60,139.38,5,268.79
2023-08-11,Facebook Ads,New Product Launch,1483,38,83.36,1,130.35
2023-03-16,TikTok Ads,New Product Launch,25868,698,1506.0,51,2588.53
2023-05-30,LinkedIn Ads,Retargeting,48845,935,2544.75,82,6292.69
2023-01-06,Google Ads,Brand Awareness,49337,659,1386.46,30,3459.83
2023-06-02,TikTok Ads,Retargeting,48622,343,297.54,16,1965.9
2023-10-30,TikTok Ads,Spring Sale,24978,171,343.19,11,1019.26
2023-09-24,Facebook Ads,Brand Awareness,4610,47,139.22,2,191.72
2023-02-23,Facebook Ads,Retargeting,41716,1532,1953.98,58,5706.44
2023-06-16,Facebook Ads,New Product Launch,45992,676,503.16,36,1836.22
2023-09-06,TikTok Ads,Spring Sale,18770,518,651.7,40,5477.98
2023-02-26,TikTok Ads,Retargeting,45177,731,1145.1,45,2763.99
2023-09-18,TikTok Ads,Retargeting,36794,421,494.38,14,1799.03
2023-12-28,Facebook Ads,New Product Launch,4737,151,216.89,13,1051.81
2023-02-16,TikTok Ads,Spring Sale,23315,522,283.44,18,2016.86
2023-05-30,LinkedIn Ads,Spring Sale,17749,113,217.19,8,673.27
2023-09-30,Facebook Ads,Spring Sale,19513,703,1712.73,61,6674.15
2023-04-12,TikTok Ads,Retargeting,19119,584,923.96,57,7544.7
2023-05-22,TikTok Ads,Retargeting,35866,509,611.93,41,4179.91
2023-08-20,TikTok Ads,Brand Awareness,39006,1230,705.69,108,6477.85
2023-07-02,LinkedIn Ads,Retargeting,37239,503,1384.8,39,4463.58
2023-03-18,Facebook Ads,New Product Launch,10626,110,316.37,10,1209.42
2023-01-15,LinkedIn Ads,Brand Awareness,12769,220,231.36,20,1073.84
2023-05-05,Google Ads,Brand Awareness,23072,584,1719.23,23,2931.44
2023-10-26,Google Ads,Spring Sale,45526,281,684.88,9,1210.17
2023-04-04,TikTok Ads,Retargeting,14512,222,602.32,5,269.38
2023-08-20,Facebook Ads,Retargeting,39082,744,751.97,55,3996.59
2023-03-12,Google Ads,Retargeting,33169,483,919.28,10,1412.1
2023-03-12,TikTok Ads,New Product Launch,1668,19,46.85,1,80.4
2023-06-13,Facebook Ads,Spring Sale,23411,502,1494.5,12,677.98
2023-05-02,Google Ads,Brand Awareness,23727,914,2698.75,33,4711.55
2023-06-07,TikTok Ads,Spring Sale,41203,1467,1580.18,54,6482.04
2023-07-13,TikTok Ads,Retargeting,18750,528,1054.4,41,2212.83
2023-08-09,TikTok Ads,New Product Launch,25949,644,1884.83,46,5928.4
2023-02-02,Google Ads,Brand Awareness,28840,152,168.84,8,993.52
2023-09-01,TikTok Ads,Retargeting,14832,207,523.4,8,423.64
2023-07-12,LinkedIn Ads,Retargeting,9514,352,302.75,32,2435.0
2023-02-21,Google Ads,New Product Launch,4639,158,129.17,12,1081.42
2023-08-03,Google Ads,Retargeting,43758,1175,3475.86,95,4877.27
2023-12-20,Facebook Ads,Spring Sale,20187,463,1082.84,18,1808.33
2023-12-03,Google Ads,New Product Launch,33728,517,313.53,36,5379.58
2023-09-21,TikTok Ads,New Product Launch,29927,1038,1453.69,94,10678.55
2023-01-20,LinkedIn Ads,Brand Awareness,14902,431,536.18,36,3426.09
2023-03-19,Facebook Ads,Retargeting,22401,679,1337.06,22,2293.27
2023-11-23,Google Ads,Retargeting,45021,850,1655.43,76,10264.68
2023-03-23,Facebook Ads,New Product Launch,47121,1678,3461.18,80,4294.59
2023-01-23,Facebook Ads,Retargeting,35422,726,954.88,59,6325.58
2023-02-09,Google Ads,Spring Sale,39502,630,910.42,34,2473.01
2023-02-10,Facebook Ads,Retargeting,16709,317,269.77,31,1807.24
2023-11-13,TikTok Ads,New Product Launch,9383,104,210.7,2,178.07
2023-12-11,LinkedIn Ads,Brand Awareness,26900,1071,2460.79,89,9751.66
2023-04-05,Google Ads,Brand Awareness,18496,616,1565.63,50,3547.3
2023-12-24,Google Ads,Retargeting,3599,35,71.17,0,0.0
2023-04-28,Facebook Ads,Brand Awareness,8897,46,89.15,3,314.76
2023-04-24,LinkedIn Ads,New Product Launch,48919,1214,2863.0,81,8254.7
2023-01-08,LinkedIn Ads,New Product Launch,15436,512,353.52,15,1126.02
2023-06-25,Google Ads,New Product Launch,40015,321,290.13,7,941.05
2023-06-02,LinkedIn Ads,New Product Launch,4769,74,72.95,5,572.68
2023-08-21,TikTok Ads,Spring Sale,46439,263,526.97,16,1248.73
2023-06-28,Facebook Ads,Spring Sale,29758,969,1197.37,29,1621.02
2023-03-07,Google Ads,Retargeting,33560,609,531.46,52,6664.87
2023-07-19,LinkedIn Ads,New Product Launch,19400,110,116.09,10,1403.0
2023-04-26,LinkedIn Ads,Brand Awareness,44220,840,1442.22,31,3346.4
2023-12-02,Google Ads,Retargeting,15534,245,236.94,20,1689.79
2023-01-13,LinkedIn Ads,Brand Awareness,28481,358,327.57,25,2118.21
2023-01-23,TikTok Ads,Brand Awareness,30481,998,956.43,92,12878.36
2023-01-14,Facebook Ads,Retargeting,2905,51,110.69,4,399.72
2023-02-10,Facebook Ads,New Product Launch,22733,175,390.06,15,1872.21
2023-04-02,LinkedIn Ads,New Product Launch,43204,997,2875.03,93,8136.99
2023-11-11,TikTok Ads,New Product Launch,12279,254,247.76,15,1182.27
2023-02-02,Facebook Ads,Brand Awareness,29532,1081,1487.88,54,3854.27
2023-10-17,Google Ads,Brand Awareness,21681,548,1321.25,17,1448.92
2023-01-09,Facebook Ads,New Product Launch,35026,335,591.8,22,2634.7
2023-05-22,Facebook Ads,New Product Launch,31060,588,793.6,46,6422.12
2023-11-26,Google Ads,New Product Launch,19606,533,777.41,14,1576.9
2023-01-18,Facebook Ads,Brand Awareness,38982,444,235.47,12,1061.45
2023-03-11,Google Ads,Spring Sale,28846,209,571.62,12,1232.72
2023-10-22,LinkedIn Ads,New Product Launch,17257,308,415.66,30,4231.07
2023-03-08,Facebook Ads,New Product Launch,18021,694,966.23,60,3453.82
2023-03-01,Google Ads,Brand Awareness,15773,431,376.2,42,4467.58
2023-05-10,Google Ads,Retargeting,20158,750,1949.25,38,5459.84
2023-03-28,Facebook Ads,Brand Awareness,10040,233,694.8,19,2760.07
2023-10-17,Google Ads,Brand Awareness,46356,685,432.78,68,5030.45
2023-01-17,Facebook Ads,Spring Sale,49655,1597,2097.71,92,5486.44
2023-08-30,LinkedIn Ads,New Product Launch,43511,1085,1117.4,42,5719.36
2023-05-16,Facebook Ads,Spring Sale,34606,824,2276.74,36,4324.49
2023-04-30,LinkedIn Ads,Retargeting,31023,925,1237.39,80,10703.8
2023-10-11,LinkedIn Ads,Brand Awareness,6839,84,131.0,4,362.94
2023-10-01,Google Ads,Spring Sale,19532,452,319.79,39,4148.03
2023-09-07,TikTok Ads,Retargeting,2167,49,50.85,2,210.97
2023-01-07,LinkedIn Ads,Brand Awareness,33593,863,555.33,55,6576.61
2023-09-24,Google Ads,Retargeting,15349,376,213.64,10,966.18
2023-01-21,Google Ads,Brand Awareness,38626,635,1551.16,47,3212.68
2023-07-17,Google Ads,Spring Sale,2535,53,110.48,3,196.74
2023-02-19,Facebook Ads,New Product Launch,19134,664,1499.1,38,4609.57
2023-03-24,Facebook Ads,New Product Launch,21827,357,488.01,29,3369.7
2023-11-05,TikTok Ads,Spring Sale,10013,358,976.44,12,640.31
2023-08-12,LinkedIn Ads,Brand Awareness,1482,35,58.28,3,441.37
2023-06-06,Facebook Ads,Brand Awareness,38918,861,447.1,51,5436.94
2023-01-26,Facebook Ads,Retargeting,33173,616,566.37,43,5307.09
2023-12-14,Facebook Ads,New Product Launch,37419,1358,2957.5,83,4704.59
